gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
lane122s000605_bin.2.o_k141_367912-flag_1-multi_3.0000-len_1968_1	47	307	261	-1	0.513	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_367912-flag_1-multi_3.0000-len_1968_2	307	888	582	-1	0.509	11	GGA/GAG/AGG	GENOMAD.057230.VV	8.616e-05	45	0	0	1	1	NA	NA	NA	PF19161	NA
lane122s000605_bin.2.o_k141_367912-flag_1-multi_3.0000-len_1968_3	830	1870	1041	-1	0.607	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_1	3	254	252	-1	0.718	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_2	233	562	330	-1	0.615	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_3	569	766	198	-1	0.677	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_4	763	1077	315	-1	0.533	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_5	1087	2310	1224	-1	0.657	11	AGGA	GENOMAD.111143.VC	2.21e-34	140	0	0	1	2561	Caudoviricetes	NA	NA	PF04860	phage portal protein, HK97 family
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_6	2273	2452	180	-1	0.439	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_7	2656	3096	441	1	0.549	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_8	3240	3713	474	-1	0.707	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_9	4148	4417	270	-1	0.626	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_10	4417	4581	165	-1	0.533	11	None	GENOMAD.024088.VV	1.067e-07	48	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_11	4591	4887	297	-1	0.599	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_12	4884	5099	216	-1	0.620	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_13	5142	5525	384	-1	0.534	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_445603-flag_1-multi_3.0000-len_5875_14	5522	5875	354	-1	0.641	11	None	GENOMAD.094133.VV	1.588e-22	94	0	0	1	2561	Caudoviricetes	NA	NA	PF17289	NA
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_1	3	281	279	1	0.559	11	None	GENOMAD.208911.VP	6.722e-36	131	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_2	278	682	405	1	0.617	11	GGA/GAG/AGG	GENOMAD.220829.VP	5.072e-34	128	0	0	0	2561	Caudoviricetes	NA	NA	PF05354	Phage Head-Tail Attachment
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_3	679	1128	450	1	0.576	11	GGAG/GAGG	GENOMAD.026295.VV	7.214e-08	53	0	0	1	2561	Caudoviricetes	NA	NA	PF13554	Bacteriophage related domain of unknown function
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_4	1159	2397	1239	1	0.567	11	AGGAG	GENOMAD.213443.VV	5.203e-44	169	0	0	1	2561	Caudoviricetes	NA	NA	PF18906	Phage tail tube protein
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_5	2394	3020	627	1	0.569	11	GGA/GAG/AGG	GENOMAD.211299.VP	1.377e-27	113	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_455275-flag_1-multi_3.0000-len_3533_6	3032	3454	423	1	0.577	11	AGGAG	GENOMAD.114517.VV	8.742e-13	67	0	0	1	2561	Caudoviricetes	NA	NA	PF08748	Phage tail assembly chaperone
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027_1	2	1327	1326	-1	0.567	11	GGAG/GAGG	GENOMAD.121387.VP	6.44e-63	226	0	0	0	2561	Caudoviricetes	NA	NA	K02334	NA
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027_2	1339	1548	210	-1	0.638	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027_3	1553	1912	360	-1	0.583	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027_4	1916	2203	288	-1	0.542	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027_5	2315	3025	711	-1	0.599	11	None	GENOMAD.148122.VP	3.059e-29	119	0	0	1	2561	Caudoviricetes	NA	NA	PF20441	Terminase large subunit, endonuclease domain
lane122s000605_bin.2.o_k141_387510-flag_1-multi_2.0000-len_2219_1	1	393	393	1	0.636	11	None	GENOMAD.143108.VP	2.325e-32	123	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	phage protein, HK97 gp10 family
lane122s000605_bin.2.o_k141_387510-flag_1-multi_2.0000-len_2219_2	463	903	441	1	0.592	11	GGA/GAG/AGG	GENOMAD.020866.VV	1.624e-43	156	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane122s000605_bin.2.o_k141_387510-flag_1-multi_2.0000-len_2219_3	905	1282	378	1	0.566	11	None	GENOMAD.124304.VV	2.313e-13	68	0	0	0	2561	Caudoviricetes	NA	NA	PF16478	Phage tail tube protein, GTA-gp10
lane122s000605_bin.2.o_k141_387510-flag_1-multi_2.0000-len_2219_4	1559	2218	660	1	0.559	11	GGA/GAG/AGG	GENOMAD.158227.VP	2.02e-38	145	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_533495-flag_1-multi_2.0000-len_2538_1	1	141	141	-1	0.560	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_533495-flag_1-multi_2.0000-len_2538_2	304	924	621	-1	0.602	11	GGxGG	GENOMAD.034519.VV	1.41e-46	168	0	0	1	2561	Caudoviricetes	NA	NA	PF05136	phage portal protein, HK97 family
lane122s000605_bin.2.o_k141_533495-flag_1-multi_2.0000-len_2538_3	925	1302	378	-1	0.643	11	GGAGG	GENOMAD.131603.VV	1.586e-08	54	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_533495-flag_1-multi_2.0000-len_2538_4	1371	2537	1167	-1	0.619	11	None	GENOMAD.142428.VP	8.808e-55	200	0	0	1	2561	Caudoviricetes	NA	NA	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_1	3	275	273	1	0.637	11	None	GENOMAD.038338.VV	9.079e-17	76	0	0	0	2561	Caudoviricetes	NA	NA	COG3392	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_2	272	643	372	1	0.605	11	AGGAG	GENOMAD.195703.VP	1.724e-06	48	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_3	712	1140	429	-1	0.632	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_4	1280	1495	216	1	0.639	11	GGAGG	GENOMAD.196688.VC	1.254e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_5	1488	3752	2265	1	0.626	11	GGAG/GAGG	GENOMAD.194251.VP	6.548e-09	62	0	0	1	2561	Caudoviricetes	NA	NA	PF20454;PF05876	Phage terminase, large subunit GpA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_6	4053	4250	198	1	0.601	11	AGGAG	GENOMAD.133716.VV	1.818e-07	48	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_7	4314	5696	1383	1	0.619	11	GGxGG	GENOMAD.023558.VV	4.398e-166	527	0	0	1	2561	Caudoviricetes	NA	NA	PF05136	phage portal protein, lambda family
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_8	5659	7638	1980	1	0.632	11	AGGAG	GENOMAD.213136.VV	5.994e-138	455	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF10124	phage prohead protease, HK97 family
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_9	7657	7992	336	1	0.628	11	AGGAG	GENOMAD.028818.VV	1.641e-35	131	0	0	0	2561	Caudoviricetes	NA	NA	PF09956	Predicted phage recombinase, RecA/RadA family
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_10	8007	8462	456	1	0.625	11	GGA/GAG/AGG	GENOMAD.075202.VV	2.413e-14	72	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_11	8459	9001	543	1	0.604	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_12	8998	9450	453	1	0.614	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_13	9493	10353	861	1	0.628	11	GGA/GAG/AGG	GENOMAD.054495.VV	2.152e-10	64	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_14	10378	10908	531	1	0.601	11	GGAG/GAGG	GENOMAD.192556.VP	2.156e-16	79	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_15	10923	11156	234	1	0.598	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_16	11134	12072	939	1	0.604	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_329379-flag_1-multi_6.0000-len_12701_17	12372	12701	330	1	0.594	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_1	35	211	177	-1	0.627	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_2	208	513	306	-1	0.644	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_3	510	725	216	-1	0.602	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_4	760	927	168	-1	0.565	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_5	924	1187	264	-1	0.580	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_6	1184	2695	1512	-1	0.595	11	GGAGG	GENOMAD.085984.VV	1.45e-27	121	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_7	2692	3123	432	-1	0.657	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595_8	3120	3557	438	-1	0.612	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_261136-flag_1-multi_1.0000-len_2540_1	1	339	339	1	0.687	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_261136-flag_1-multi_1.0000-len_2540_2	353	1618	1266	1	0.673	11	GGA/GAG/AGG	GENOMAD.033676.VV	8.153e-24	108	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_261136-flag_1-multi_1.0000-len_2540_3	1615	2274	660	1	0.620	11	GGA/GAG/AGG	GENOMAD.115172.VV	1.528e-31	125	0	0	0	2561	Caudoviricetes	NA	NA	PF06002	Kdo-III transferase WaaZ
lane122s000605_bin.2.o_k141_261136-flag_1-multi_1.0000-len_2540_4	2271	2540	270	1	0.656	11	GGAGG	GENOMAD.169270.VC	7.419e-26	102	0	0	0	1	NA	NA	NA	PF01501	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
lane122s000605_bin.2.o_k141_241983-flag_1-multi_4.0000-len_3547_1	3	1091	1089	1	0.669	11	None	GENOMAD.047886.VV	1.82e-09	62	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_241983-flag_1-multi_4.0000-len_3547_2	1101	1889	789	1	0.670	11	AGGAG	GENOMAD.060286.VV	7.385e-27	113	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_241983-flag_1-multi_4.0000-len_3547_3	1891	3546	1656	1	0.618	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_203257-flag_0-multi_1.9299-len_2210_1	2	202	201	-1	0.597	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_203257-flag_0-multi_1.9299-len_2210_2	213	1748	1536	-1	0.648	11	None	GENOMAD.148122.VP	1.666e-101	342	0	0	1	2561	Caudoviricetes	NA	NA	PF20441	Terminase large subunit, endonuclease domain
lane122s000605_bin.2.o_k141_203257-flag_0-multi_1.9299-len_2210_3	1729	2208	480	-1	0.596	11	None	GENOMAD.193815.VP	6.03e-16	77	0	0	1	2561	Caudoviricetes	NA	NA	PF05119	Phage terminase, small subunit
lane122s000605_bin.2.o_k141_145068-flag_1-multi_7.0000-len_4953_1	186	1730	1545	1	0.560	11	GGAG/GAGG	GENOMAD.181963.VP	2.316e-44	173	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_145068-flag_1-multi_7.0000-len_4953_2	1802	3700	1899	1	0.585	11	None	GENOMAD.142428.VP	3.136e-56	212	0	0	1	2561	Caudoviricetes	NA	NA	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein
lane122s000605_bin.2.o_k141_145068-flag_1-multi_7.0000-len_4953_3	3721	3927	207	1	0.531	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_145068-flag_1-multi_7.0000-len_4953_4	3914	4951	1038	1	0.576	11	AGGA	GENOMAD.034519.VV	3.11e-49	182	0	0	1	2561	Caudoviricetes	NA	NA	PF05136	phage portal protein, HK97 family
lane122s000605_bin.2.o_k141_106400-flag_1-multi_3.0000-len_2385_1	2	967	966	-1	0.511	11	AGGAG	GENOMAD.070864.VV	7.072e-26	112	0	0	1	1	NA	NA	NA	PF18906	Phage tail tube protein
lane122s000605_bin.2.o_k141_106400-flag_1-multi_3.0000-len_2385_2	990	1181	192	-1	0.589	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_106400-flag_1-multi_3.0000-len_2385_3	1303	1605	303	-1	0.545	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_106400-flag_1-multi_3.0000-len_2385_4	1608	2069	462	-1	0.556	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_106400-flag_1-multi_3.0000-len_2385_5	2074	2385	312	-1	0.519	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_1	1	114	114	-1	0.561	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_2	185	679	495	-1	0.642	11	AGGAGG	GENOMAD.166425.VP	2.38e-05	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_3	754	2292	1539	-1	0.613	11	None	GENOMAD.142428.VP	9.102e-67	240	0	0	1	2561	Caudoviricetes	NA	NA	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_4	2509	2718	210	-1	0.576	11	None	GENOMAD.137295.VP	8.543e-16	72	0	0	1	2561	Caudoviricetes	NA	NA	PF14550	Putative phage serine protease XkdF
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_5	2827	3009	183	1	0.486	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384_6	3280	3384	105	1	0.676	11	None	GENOMAD.221314.VP	3.973e-14	65	0	0	0	1	NA	NA	NA	PF14590	mobile mystery protein A
lane122s000605_bin.2.o_k141_213556-flag_1-multi_1.9712-len_2568_1	2	937	936	1	0.521	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_213556-flag_1-multi_1.9712-len_2568_2	937	1176	240	1	0.533	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_213556-flag_1-multi_1.9712-len_2568_3	1163	1954	792	1	0.625	11	GGA/GAG/AGG	GENOMAD.151092.VV	1.869e-22	100	0	0	1	2561	Caudoviricetes	NA	NA	PF09588	Phage-related protein, predicted endonuclease
lane122s000605_bin.2.o_k141_213556-flag_1-multi_1.9712-len_2568_4	1951	2568	618	1	0.650	11	GGAG/GAGG	GENOMAD.222032.VP	1.9e-42	156	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_524925-flag_1-multi_2.0000-len_1532_1	2	274	273	1	0.615	11	None	GENOMAD.129590.VP	9.653e-09	53	0	0	1	2561	Caudoviricetes	NA	NA	PF07141	Putative bacteriophage terminase small subunit
lane122s000605_bin.2.o_k141_524925-flag_1-multi_2.0000-len_1532_2	274	1530	1257	1	0.599	11	None	GENOMAD.109395.VV	4.755e-105	348	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_476317-flag_1-multi_4.0000-len_2269_1	2	1006	1005	-1	0.586	11	GGAGG	GENOMAD.064252.VV	4.369e-29	122	0	0	1	2561	Caudoviricetes	NA	NA	PF03354	Terminase large subunit, ATPase domain
lane122s000605_bin.2.o_k141_476317-flag_1-multi_4.0000-len_2269_2	1379	1648	270	1	0.600	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_476317-flag_1-multi_4.0000-len_2269_3	1645	2268	624	-1	0.595	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_1	1	555	555	-1	0.535	11	GGAG/GAGG	GENOMAD.055059.VV	3.358e-25	105	0	0	0	2561	Caudoviricetes	NA	NA	PF04492	Bacteriophage replication protein O
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_2	555	986	432	-1	0.637	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_3	983	1306	324	-1	0.676	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_4	1318	2253	936	1	0.616	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_5	2336	2563	228	1	0.711	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_6	2560	2742	183	1	0.475	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_7	2739	2828	90	1	0.600	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_8	2825	3019	195	1	0.662	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_9	3016	3195	180	1	0.617	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_10	3242	3490	249	1	0.574	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762_11	3487	3762	276	1	0.587	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_1	3	1238	1236	1	0.587	11	None	GENOMAD.049614.VV	0.0004244	45	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_2	2074	2205	132	-1	0.682	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_3	2523	4688	2166	1	0.623	11	GGA/GAG/AGG	GENOMAD.042646.VV	2.979e-56	214	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_4	4685	4900	216	1	0.597	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_5	4904	5173	270	1	0.600	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_6	5182	6894	1713	1	0.650	11	GGA/GAG/AGG	GENOMAD.014587.VV	1.604e-75	268	0	0	1	2561	Caudoviricetes	NA	NA	PF05136	phage portal protein, lambda family
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_7	6907	9099	2193	1	0.580	11	AGGAG	GENOMAD.133492.VC	6.555e-20	98	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_8	9096	9383	288	1	0.632	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_9	9380	9565	186	1	0.618	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_126356-flag_1-multi_4.0000-len_9929_10	9577	9927	351	1	0.664	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_1	3	74	72	-1	0.667	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_2	152	652	501	-1	0.669	11	GGxGG	GENOMAD.143108.VP	8.579e-43	155	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	phage protein, HK97 gp10 family
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_3	652	1092	441	-1	0.633	11	GGA/GAG/AGG	GENOMAD.143145.VP	3.604e-26	106	0	0	1	2561	Caudoviricetes	NA	NA	PF11367	NA
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_4	1089	1460	372	-1	0.685	11	GGAGG	GENOMAD.142168.VP	1.789e-15	74	0	0	1	2561	Caudoviricetes	NA	NA	PF05521	Bacteriophage head-tail adaptor
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_5	1457	2260	804	-1	0.647	11	AGGA/GGAG/GAGG	GENOMAD.170016.VC	6.244e-57	201	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_476439-flag_1-multi_3.7319-len_2920_6	2253	2918	666	-1	0.638	11	None	GENOMAD.170016.VC	3.002e-44	162	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_1	2	79	78	-1	0.513	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_2	515	775	261	1	0.663	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_3	772	960	189	1	0.661	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_4	961	2535	1575	1	0.641	11	GGA/GAG/AGG	GENOMAD.211695.VP	4.572e-23	107	0	0	0	2561	Caudoviricetes	NA	NA	PF08423;PF08707	RecA-family ATPase
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_5	3042	3518	477	1	0.669	11	AGGAG	GENOMAD.121833.VP	3.038e-14	72	0	0	0	8278	Ackermannviridae	NA	NA	PF13876	Phage protein (N4 Gp49/phage Sf6 gene 66) family
lane122s000605_bin.3.p_NODE_449_length_3742_cov_2.059482_6	3555	3740	186	1	0.667	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
